"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Mar",5,"Wednesday","Pontiac","Rural","Friday","Apr",2,"Male","Married",39,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,733,5,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Wednesday","VW","Urban","Tuesday","Jan",3,"Male","Married",52,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,403,8,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Tuesday","Chevrolet","Urban","Wednesday","Jan",3,"Male","Married",78,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",1,667,9,400,3,"more than 30","more than 30","1","more than 7","over 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Friday","Mazda","Urban","Tuesday","Feb",3,"Male","Single",37,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,467,11,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Feb",1,"Thursday","Ford","Urban","Thursday","Mar",2,"Male","Married",43,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,847,13,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Friday","Ford","Urban","Monday","Feb",1,"Female","Married",37,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,103,14,500,2,"more than 30","more than 30","2 to 4","6 years","36 to 40","Yes","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Tuesday","Pontiac","Urban","Tuesday","Jun",4,"Male","Single",45,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,55,8,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Aug",3,"Tuesday","Pontiac","Urban","Friday","Aug",3,"Male","Married",48,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,501,3,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",4,"Sunday","Pontiac","Urban","Friday","Mar",1,"Female","Married",47,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,446,16,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",1,"Saturday","Pontiac","Urban","Thursday","Aug",2,"Male","Single",30,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,441,14,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Dec",2,"Friday","Chevrolet","Urban","Thursday","Apr",3,"Male","Married",36,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,83,13,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","3 to 4",1994,"All Perils"
"Jan",4,"Saturday","Honda","Urban","Monday","Jan",4,"Female","Single",27,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,779,8,400,4,"more than 30","more than 30","more than 4","new","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",1,"Thursday","Toyota","Urban","Wednesday","Oct",3,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,846,5,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",2,"Thursday","Toyota","Urban","Tuesday","Jul",3,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,627,15,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Tuesday","Toyota","Urban","Wednesday","Jan",4,"Male","Single",35,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,676,5,400,4,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Monday","Honda","Urban","Wednesday","Jan",2,"Male","Married",37,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,539,5,400,2,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",4,"Tuesday","Mazda","Rural","Thursday","Feb",4,"Male","Married",51,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,776,8,700,4,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",3,"Saturday","Mazda","Urban","Tuesday","Sep",3,"Male","Single",33,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,147,10,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",4,"Monday","Chevrolet","Urban","Wednesday","Feb",1,"Female","Single",27,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,799,6,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"All Perils"
"Sep",4,"Tuesday","Pontiac","Urban","Monday","Oct",3,"Male","Married",40,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,713,13,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Sunday","Pontiac","Urban","Wednesday","Jan",4,"Male","Married",39,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,790,11,400,2,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",4,"Friday","Nisson","Rural","Wednesday","Jul",2,"Male","Married",42,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,169,6,400,4,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"May",4,"Friday","Chevrolet","Urban","Tuesday","Jul",3,"Male","Married",60,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,813,5,400,3,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",2,"Monday","Pontiac","Urban","Tuesday","Aug",5,"Male","Single",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,118,4,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Feb",2,"Wednesday","Pontiac","Urban","Thursday","Feb",2,"Female","Married",29,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,46,8,400,3,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",5,"Friday","Honda","Urban","Monday","Nov",2,"Male","Married",40,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,385,7,400,4,"1 to 7","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Monday","Toyota","Rural","Monday","Jan",2,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,273,7,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Aug",3,"Wednesday","Pontiac","Urban","Thursday","Aug",3,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,480,11,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",1,"Friday","Toyota","Urban","Tuesday","Jun",3,"Male","Married",61,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,217,9,400,2,"15 to 30","more than 30","none","more than 7","51 to 65","Yes","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",3,"Wednesday","Honda","Urban","Monday","Jan",1,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,280,12,400,4,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",4,"Monday","Honda","Urban","Wednesday","Feb",4,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,550,6,400,2,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Nov",4,"Thursday","Mazda","Urban","Friday","Nov",4,"Male","Married",37,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,48,13,400,3,"more than 30","more than 30","2 to 4","5 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",1,"Thursday","Mazda","Urban","Tuesday","Jan",2,"Male","Married",55,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,104,14,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jul",1,"Monday","Toyota","Urban","Tuesday","Jul",1,"Female","Married",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,837,16,400,4,"more than 30","more than 30","1","4 years","31 to 35","No","No","Internal","none","no change","1 vehicle",1994,"Collision"
"Jul",2,"Thursday","Chevrolet","Urban","Friday","Jul",2,"Male","Single",22,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,394,6,400,2,"more than 30","more than 30","2 to 4","4 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",2,"Monday","Toyota","Urban","Tuesday","Nov",2,"Male","Married",55,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,493,2,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","Yes","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",4,"Monday","Honda","Urban","Tuesday","May",1,"Male","Married",30,"Third Party","Sedan - Liability","Sport","more than 69000",0,20,2,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",4,"Sunday","Honda","Urban","Friday","Jan",5,"Male","Married",32,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,794,13,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Sunday","Chevrolet","Urban","Wednesday","Jan",3,"Male","Married",53,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,179,5,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jun",3,"Monday","Pontiac","Urban","Monday","Oct",1,"Male","Married",37,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,364,11,400,3,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Dec",1,"Friday","Honda","Rural","Friday","Dec",3,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,120,7,400,3,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Thursday","Toyota","Urban","Monday","Jan",4,"Male","Single",40,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,98,4,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",4,"Thursday","Mazda","Rural","Friday","Jul",4,"Female","Married",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,900,5,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",4,"Wednesday","Pontiac","Urban","Friday","Jun",4,"Male","Married",27,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,52,4,500,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","2 to 3 years","1 vehicle",1994,"Liability"
"May",3,"Monday","Toyota","Urban","Wednesday","May",3,"Male","Single",34,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,705,4,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"May",5,"Tuesday","Chevrolet","Urban","Wednesday","Jun",1,"Male","Married",41,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,920,6,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Nov",1,"Friday","Honda","Urban","Tuesday","Mar",4,"Male","Single",0,"Policy Holder","Sport - Collision","Sport","more than 69000",0,8,1,400,4,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",4,"Monday","Honda","Urban","Tuesday","Jun",5,"Male","Single",40,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,818,3,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Dec",5,"Friday","Pontiac","Rural","Tuesday","Jan",2,"Male","Married",46,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,309,7,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","under 6 months","1 vehicle",1994,"All Perils"
"Jul",4,"Saturday","Pontiac","Urban","Monday","Jul",4,"Male","Single",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,584,5,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",3,"Sunday","Toyota","Urban","Monday","Mar",3,"Male","Single",78,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,757,8,400,2,"more than 30","more than 30","none","more than 7","over 65","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"All Perils"
"Jul",5,"Sunday","Toyota","Urban","Monday","Aug",1,"Female","Single",21,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,835,14,400,4,"more than 30","more than 30","1","3 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"May",3,"Friday","Pontiac","Urban","Friday","Jun",2,"Male","Single",36,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,411,9,400,1,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","3 to 4",1994,"Liability"
"Jan",4,"Tuesday","Honda","Urban","Wednesday","Jan",4,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,162,3,400,1,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Apr",4,"Tuesday","Mazda","Urban","Tuesday","May",1,"Female","Married",52,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,826,16,400,4,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Monday","Pontiac","Urban","Saturday","Jan",4,"Male","Married",54,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,239,7,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Sunday","Ford","Rural","Tuesday","Jan",2,"Male","Married",39,"Third Party","Sedan - Liability","Sport","40000 to 59000",0,510,12,400,3,"more than 30","more than 30","more than 4","more than 7","36 to 40","No","No","Internal","3 to 5","no change","1 vehicle",1994,"Liability"
"Nov",2,"Friday","Honda","Urban","Friday","Nov",2,"Male","Married",45,"Third Party","Sport - Collision","Sport","more than 69000",0,876,1,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Mar",4,"Tuesday","Pontiac","Urban","Tuesday","Mar",4,"Male","Married",64,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,694,15,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Mar",5,"Thursday","Honda","Urban","Thursday","Mar",5,"Male","Married",27,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,335,9,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",2,"Saturday","Toyota","Urban","Thursday","Apr",3,"Male","Single",41,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,763,10,400,2,"more than 30","more than 30","more than 4","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
