"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Dec",3,"Saturday","Accura","Urban","Sunday","Jan",1,"Male","Married",41,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,1025,4,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Dec",2,"Sunday","Toyota","Urban","Monday","Dec",2,"Male","Married",36,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1026,6,400,2,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","3 to 4",1994,"Liability"
"Sep",5,"Thursday","Mazda","Urban","Wednesday","Oct",3,"Male","Single",19,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1027,10,400,1,"1 to 7","more than 30","2 to 4","2 years","21 to 25","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Thursday","Chevrolet","Urban","Saturday","Apr",1,"Male","Married",36,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1028,6,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Thursday","Toyota","Urban","Monday","Feb",3,"Female","Married",39,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1029,8,400,3,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",1,"Sunday","Pontiac","Urban","Wednesday","Feb",2,"Male","Married",50,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1030,2,400,4,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Jan",2,"Friday","Honda","Urban","Friday","Jan",2,"Male","Single",63,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,1031,6,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Saturday","Honda","Urban","Tuesday","Jan",5,"Male","Married",32,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1032,16,400,4,"more than 30","more than 30","more than 4","new","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",1,"Friday","Mazda","Urban","Saturday","Feb",1,"Female","Married",26,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1033,9,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",4,"Sunday","Toyota","Urban","Friday","Mar",2,"Male","Married",59,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1034,11,400,4,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Dec",3,"Tuesday","Chevrolet","Urban","Wednesday","Dec",3,"Male","Single",27,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,1035,13,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",4,"Wednesday","Toyota","Rural","Thursday","May",4,"Male","Single",64,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1036,6,400,2,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",3,"Monday","Mazda","Urban","Wednesday","Mar",3,"Male","Married",48,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1037,16,400,1,"more than 30","more than 30","1","5 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",2,"Thursday","Chevrolet","Urban","Thursday","Mar",3,"Male","Married",49,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1038,1,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Mar",2,"Monday","Honda","Urban","Tuesday","Mar",2,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1039,9,400,1,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",4,"Thursday","Chevrolet","Urban","Friday","Apr",1,"Female","Single",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1040,7,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",4,"Monday","Honda","Urban","Thursday","Mar",4,"Female","Single",43,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,1041,12,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Mar",3,"Saturday","Chevrolet","Rural","Monday","Mar",4,"Male","Single",34,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1042,15,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",2,"Thursday","Pontiac","Rural","Tuesday","Apr",2,"Male","Married",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1043,5,400,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",1,"Monday","Honda","Urban","Monday","Apr",1,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1044,9,400,3,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",2,"Wednesday","Accura","Urban","Wednesday","Mar",4,"Female","Single",26,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1045,12,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",5,"Wednesday","Chevrolet","Urban","Thursday","Apr",1,"Male","Single",35,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1046,3,400,2,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Mar",5,"Thursday","Pontiac","Urban","Saturday","Apr",1,"Female","Married",37,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1047,3,400,2,"more than 30","more than 30","2 to 4","4 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jul",2,"Sunday","Honda","Urban","Monday","Aug",3,"Male","Married",55,"Third Party","Sport - Collision","Sport","more than 69000",0,1048,9,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",4,"Tuesday","Honda","Urban","Friday","Jul",2,"Male","Married",48,"Third Party","Sport - Collision","Sport","more than 69000",0,1049,5,400,3,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",4,"Thursday","Honda","Urban","Friday","Jun",4,"Male","Married",52,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1050,5,400,3,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Mar",2,"Monday","Toyota","Urban","Saturday","Mar",4,"Male","Single",31,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,1051,15,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","Internal","none","no change","1 vehicle",1994,"Collision"
"Apr",1,"Friday","Toyota","Urban","Wednesday","Apr",1,"Male","Married",45,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,1052,15,400,2,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",5,"Tuesday","Chevrolet","Urban","Friday","Apr",1,"Male","Single",31,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,1053,14,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Feb",4,"Thursday","Honda","Urban","Friday","Feb",4,"Male","Single",17,"Policy Holder","Sport - Collision","Sport","more than 69000",0,1054,10,400,3,"more than 30","more than 30","none","2 years","18 to 20","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Feb",1,"Friday","Pontiac","Urban","Friday","Feb",2,"Male","Single",35,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,1055,14,700,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",3,"Wednesday","Honda","Urban","Tuesday","Dec",4,"Male","Married",28,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1056,9,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Nov",5,"Tuesday","Pontiac","Urban","Tuesday","Nov",5,"Female","Single",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1057,2,400,1,"more than 30","more than 30","more than 4","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Oct",2,"Monday","Toyota","Rural","Wednesday","Oct",3,"Male","Single",22,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1058,11,400,4,"more than 30","more than 30","1","5 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Sep",2,"Friday","Accura","Urban","Monday","Oct",1,"Male","Married",50,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,1059,4,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",3,"Sunday","Mazda","Urban","Friday","Nov",4,"Male","Married",52,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1060,1,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Nov",3,"Sunday","Toyota","Rural","Tuesday","Nov",4,"Female","Married",35,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,1061,3,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Feb",1,"Monday","Pontiac","Urban","Monday","Feb",1,"Male","Single",40,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1062,12,400,4,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Chevrolet","Urban","Monday","Feb",2,"Male","Married",43,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,1063,6,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Monday","Chevrolet","Urban","Thursday","Feb",2,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1064,7,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Friday","Ford","Urban","Monday","Jan",5,"Male","Married",49,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,1065,2,400,2,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Nov",4,"Friday","Mazda","Urban","Monday","Dec",1,"Male","Single",44,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,1066,6,400,4,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",1,"Thursday","Mazda","Urban","Friday","Dec",2,"Male","Married",41,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1067,6,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","3 to 4",1994,"All Perils"
"Nov",5,"Monday","Pontiac","Urban","Thursday","Dec",1,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1068,15,400,3,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Nov",5,"Monday","Accura","Urban","Thursday","Dec",1,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1069,11,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Sep",4,"Monday","Mazda","Urban","Tuesday","Oct",1,"Male","Married",28,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1070,1,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jun",3,"Sunday","Honda","Rural","Friday","Jul",2,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1071,15,400,3,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",1,"Saturday","Honda","Rural","Thursday","Feb",2,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",1,1072,8,400,3,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","2 to 3 years","2 vehicles",1994,"Collision"
"Feb",1,"Saturday","Honda","Urban","Monday","Feb",3,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,1073,3,400,1,"more than 30","more than 30","more than 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",5,"Thursday","Honda","Urban","Friday","Jul",3,"Male","Married",48,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1074,12,400,4,"none","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",1,"Monday","Pontiac","Urban","Monday","Jul",2,"Male","Married",51,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,1075,6,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jul",4,"Tuesday","Toyota","Urban","Wednesday","Nov",4,"Male","Married",65,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,1076,2,400,4,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",5,"Sunday","Honda","Urban","Tuesday","Aug",1,"Female","Married",65,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1077,7,400,3,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Aug",1,"Thursday","Toyota","Urban","Wednesday","Aug",2,"Female","Married",45,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1078,3,400,2,"more than 30","more than 30","2 to 4","3 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Aug",3,"Wednesday","Pontiac","Rural","Friday","Aug",3,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1079,1,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Chevrolet","Urban","Tuesday","Feb",2,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,1080,4,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",2,"Tuesday","Pontiac","Urban","Wednesday","Sep",3,"Male","Married",38,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,1081,1,400,4,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Sep",4,"Sunday","Honda","Urban","Tuesday","Sep",4,"Male","Single",30,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,1082,12,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Sep",5,"Wednesday","Mazda","Urban","Friday","Sep",5,"Male","Married",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1083,7,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
